# File generated by CMD 2.8 (http://stev.oapd.inaf.it/cmd) on Sat Mar 19 15:07:44 CET 2016
# isochrones PARSEC release v1.2S + COLIBRI release PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Rosenfield et al. (2016, arXiv:1603.05283)
# Photometric system: HST/WFC3 UVIS channel, chip 2 (final throughputs)
# Attention: photometry includes extinction of Av=0.124
# Using OBC version of bolometric corrections as detailed in Marigo et al. (2008, A&A 482, 883) and Girardi et al. (2008, PASP 120, 583)
# BCs of Carbon stars derive from Aringer et al. (2009, A&A 503, 913)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Kind of output: isochrone tables
#	Isochrone  Z = 0.00300	Y = 0.25434	[M/H] = -0.710	eta_R = 0.200	Age = 	1.1000e+10 yr
#	Includes interstellar extinction of Av = 0.1240 mag
#      Z	log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    F200LP2 F218W2  F225W2  F275W2  F336W2  F350LP2 F390W2  F438W2  F475W2  F555W2  F600LP2 F606W2  F625W2  F775W2  F814W2  F850LP2	C/O	M_hec	period	pmode	logMdot	slope	int_IMF	stage
	0.003000	10.0414	0.0900000036	0.0900	-3.2857	3.4226	5.3205	12.984	15.085	23.860	22.754	23.847	22.206	14.862	20.764	19.398	18.012	17.175	13.627	16.390	16.052	13.437	13.033	12.192	0.4787	0.0000	0.0	1	-18.038	0.000	1.4676543474	1
	0.003000	10.0414	0.1000000015	0.1000	-3.0676	3.4532	5.2703	12.439	14.169	23.025	21.946	23.012	21.715	13.947	20.084	18.368	16.795	15.867	12.739	15.092	14.739	12.440	12.150	11.532	0.4787	0.0000	0.0	1	-17.993	0.000	1.5704020262	1
	0.003000	10.0414	0.1199999973	0.1200	-2.7924	3.4864	5.2073	11.751	13.240	21.952	21.116	21.995	19.299	13.020	17.852	16.534	15.281	14.374	11.878	13.687	13.341	11.596	11.357	10.823	0.4787	0.0000	0.0	1	-17.914	0.000	1.7478251457	1
	0.003000	10.0414	0.1400000006	0.1400	-2.6063	3.5054	5.1642	11.286	12.635	21.217	20.559	21.188	17.995	12.418	16.645	15.528	14.415	13.532	11.318	12.878	12.535	11.054	10.841	10.354	0.4787	0.0000	0.0	1	-17.847	0.000	1.8958495855	1
	0.003000	10.0414	0.1599999964	0.1600	-2.4635	3.5180	5.1296	10.929	12.190	20.666	20.131	20.507	17.167	11.973	15.872	14.864	13.828	12.967	10.900	12.329	11.989	10.651	10.455	9.995	0.4787	0.0000	0.0	1	-17.789	0.000	2.0211524963	1
	0.003000	10.0414	0.2000000030	0.2000	-2.2413	3.5346	5.0706	10.373	11.523	19.851	19.463	19.458	16.075	11.308	14.834	13.947	13.001	12.173	10.268	11.552	11.217	10.042	9.865	9.438	0.4787	0.0000	0.0	1	-17.692	0.000	2.2217822075	1
	0.003000	10.0414	0.2500000000	0.2500	-2.0330	3.5472	5.0098	9.852	10.921	19.132	18.846	18.540	15.198	10.708	13.986	13.176	12.290	11.490	9.691	10.880	10.547	9.483	9.320	8.917	0.4787	0.0000	0.0	1	-17.573	0.000	2.4080901146	1
	0.003000	10.0414	0.3292481303	0.3292	-1.7902	3.5610	4.9417	9.246	10.228	18.309	18.115	17.518	14.108	10.016	13.043	12.310	11.498	10.734	9.023	10.135	9.807	8.835	8.683	8.298	0.4787	0.0000	0.0	1	-16.158	0.000	2.6138546467	1
	0.003000	10.0414	0.3792481124	0.3792	-1.6436	3.5710	4.8965	8.879	9.805	17.795	17.664	16.881	13.391	9.594	12.447	11.769	11.013	10.274	8.615	9.681	9.356	8.440	8.295	7.919	0.4787	0.0000	0.0	1	-15.431	0.000	2.7079322338	1
	0.003000	10.0414	0.4292481244	0.4292	-1.4797	3.5845	4.8404	8.469	9.324	17.177	17.106	16.080	12.526	9.115	11.737	11.122	10.429	9.732	8.165	9.164	8.848	8.004	7.869	7.513	0.4787	0.0000	0.0	1	-14.794	0.000	2.7837693691	1
	0.003000	10.0414	0.4792481065	0.4792	-1.2966	3.6038	4.7823	8.012	8.768	16.402	16.362	14.988	11.451	8.563	10.863	10.323	9.704	9.073	7.662	8.555	8.258	7.518	7.400	7.081	0.4787	0.0000	0.0	1	-14.228	0.000	2.8458664417	1
	0.003000	10.0414	0.5292481184	0.5292	-1.0895	3.6321	4.7315	7.494	8.162	15.439	15.059	13.450	10.417	7.962	9.991	9.495	8.925	8.363	7.124	7.909	7.638	6.992	6.891	6.612	0.4787	0.0000	0.0	1	-13.717	0.000	2.8976583481	1
	0.003000	10.0414	0.5792481303	0.5792	-0.8806	3.6652	4.6942	6.971	7.513	13.991	13.227	11.570	9.208	7.322	9.013	8.604	8.092	7.613	6.566	7.234	7.000	6.447	6.363	6.127	0.4787	0.0000	0.0	1	-13.254	0.000	2.9412617683	1
	0.003000	10.0414	0.6264373064	0.6263	-0.6914	3.6955	4.6602	6.498	6.930	12.252	11.491	9.955	8.142	6.750	8.145	7.850	7.386	6.973	6.066	6.646	6.444	5.957	5.885	5.684	0.4787	0.0000	0.0	1	-12.851	0.000	2.9765365124	1
